560850	1803	783
560850	1805	403
560851	1845	1802
560852	5992	220
560852	6000	955
560853	7709	855
560853	7711	950
560853	7713	804
560855	9838	905
560855	9852	920
560855	9854	952
560855	9856	891
560855	9858	892
560855	9860	804
560855	9862	993
560855	9924	1946
560849	11322	825
560849	11323	1871
560849	11325	851
560849	11326	746
560849	11327	1810
560849	11329	1145
560849	11331	517
560857	11430	866
560857	11431	873
560857	11437	1782
560857	11457	694
560857	11458	838
560857	11464	2028
560849	11944	1620
560856	13556	866
560856	13557	757
560856	13558	904
560856	13559	941
560856	13560	964
560856	13562	904
560856	13563	941
560849	14380	2808
560849	14394	596
560849	14397	596
560849	14398	596
560849	14399	596
560849	14403	629
560859	16178	578
560859	16179	578
560859	16646	1727
560859	17465	1865
560859	17466	1828
560850	18634	762
560859	20208	1898
560859	20209	1760
560858	21047	1949
560858	21397	1921
560859	23620	691
560859	23621	1760
560854	33596	73
560854	33597	1416
560854	33598	91
560854	33599	1324
560854	33601	70
560854	33602	69
560854	33603	91
560854	33604	75
560854	33605	94
560849	38360	1198
560849	38361	1198
560857	38820	761
560857	38821	671
560857	39290	709
560849	39374	2232
560849	39375	1151
560849	39376	2136
560849	41873	809
560854	44245	97
560854	44246	83
560854	44247	99
560854	44248	72
560854	44249	93
560854	44250	88
560854	44251	87
560854	44252	99
560854	44253	75
